Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau,Num_Items
0,What is the primary component of a Xylotian 'Glimmer-sail'?,ContextCite32,0.9870849791885735,0.8303030303030302,0.9980416578017781,0.6,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,WSS32,0.9736302879574729,0.6242424242424242,0.9734204375672934,0.4666666666666666,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,BetaShap (U)32,0.7167581083793166,0.6121212121212121,0.9361555636588451,0.5111111111111111,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,TMC32,0.9284978587981779,0.7575757575757575,0.9673750337379582,0.6444444444444444,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,ContextCite64,0.9956544124715994,0.8787878787878788,1.0,0.7333333333333333,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,WSS64,0.9945187673504732,0.7212121212121211,0.9734204375672934,0.5555555555555555,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,BetaShap (U)64,0.7219100393588612,0.4545454545454545,0.9357218483579857,0.3333333333333333,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,TMC64,0.9710081202359807,0.7696969696969697,0.9639834965601561,0.6,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,ContextCite100,0.9972228382461448,0.8424242424242423,0.9980416578017781,0.6444444444444444,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,WSS100,0.9978682353073357,0.8303030303030302,0.9980416578017781,0.6888888888888888,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,BetaShap (U)100,0.8610778367180262,0.4545454545454545,0.9282987075348846,0.37777777777777777,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,TMC100,0.9860018845783186,0.8909090909090909,0.9980416578017781,0.7777777777777777,10
0,What is the primary component of a Xylotian 'Glimmer-sail'?,LOO,0.9878595970325866,0.13939393939393938,0.9633052545922868,0.022222222222222223,10
1,How do Xylotians communicate over long distances on Xylos?,ContextCite32,0.9959413040889564,0.8666666666666665,1.0,0.7777777777777777,10
1,How do Xylotians communicate over long distances on Xylos?,WSS32,0.9986509372099797,0.9030303030303028,0.9902047341781485,0.7777777777777777,10
1,How do Xylotians communicate over long distances on Xylos?,BetaShap (U)32,0.7295036292918786,0.6727272727272726,0.9867425910618516,0.5555555555555555,10
1,How do Xylotians communicate over long distances on Xylos?,TMC32,0.9606080082316757,0.6242424242424242,0.9909733759312312,0.4666666666666666,10
1,How do Xylotians communicate over long distances on Xylos?,ContextCite64,0.9980220243436349,0.5151515151515151,0.9688473338096881,0.37777777777777777,10
1,How do Xylotians communicate over long distances on Xylos?,WSS64,0.9975866971178498,0.6,0.9696159755627709,0.4666666666666666,10
1,How do Xylotians communicate over long distances on Xylos?,BetaShap (U)64,0.7573608781063639,0.49090909090909085,0.9696159755627709,0.37777777777777777,10
1,How do Xylotians communicate over long distances on Xylos?,TMC64,0.9821935852766318,0.6363636363636362,0.9696159755627709,0.4666666666666666,10
1,How do Xylotians communicate over long distances on Xylos?,ContextCite100,0.9973262968513336,0.5636363636363636,0.9786425996315397,0.4222222222222222,10
1,How do Xylotians communicate over long distances on Xylos?,WSS100,0.9980888893565326,0.6363636363636362,0.9786425996315397,0.4666666666666666,10
1,How do Xylotians communicate over long distances on Xylos?,BetaShap (U)100,0.8955596577824825,0.406060606060606,0.9688473338096881,0.3333333333333333,10
1,How do Xylotians communicate over long distances on Xylos?,TMC100,0.9933066139352432,0.5030303030303029,0.985772673158137,0.37777777777777777,10
1,How do Xylotians communicate over long distances on Xylos?,LOO,0.9839492686946568,0.6848484848484848,0.9947604758956914,0.6,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,ContextCite32,0.9532541482695323,0.8424242424242423,1.0,0.7333333333333333,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,WSS32,0.9889648959921032,0.7696969696969697,1.0,0.6444444444444444,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,BetaShap (U)32,0.8445527159812443,0.6121212121212121,0.9977903684266294,0.4222222222222222,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,TMC32,0.8164065577117225,0.6242424242424242,0.9572564020256317,0.4222222222222222,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,ContextCite64,0.9495154297387767,0.7696969696969697,1.0,0.6444444444444444,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,WSS64,0.9929225334605148,0.9515151515151514,1.0,0.8666666666666666,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,BetaShap (U)64,0.8332566606547008,0.6848484848484848,0.9572564020256317,0.6,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,TMC64,0.803472643883662,0.8909090909090909,0.9572564020256317,0.7333333333333333,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,ContextCite100,0.9588100496902072,0.8424242424242423,1.0,0.7333333333333333,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,WSS100,0.9955066177827752,0.9272727272727272,0.9977903684266294,0.7777777777777777,10
2,What is the main energy source for Xylotian 'Hover-platforms'?,BetaShap (U)100,0.7455480488331276,0.7333333333333332,0.7800694708402678,0.5555555555555555,10
