Question_Index,Query,Method,Pearson,Spearman,Num_Items
0,total number of death row inmates in the us,ContextCite32,0.980727323424145,0.7939393939393938,10
0,total number of death row inmates in the us,WSS32,0.9743080197528776,0.7454545454545454,10
0,total number of death row inmates in the us,ContextCite64,0.9801925812630726,0.7696969696969697,10
0,total number of death row inmates in the us,WSS64,0.9920834335568762,0.9515151515151514,10
0,total number of death row inmates in the us,ContextCite100,0.9905115404853996,0.8303030303030302,10
0,total number of death row inmates in the us,WSS100,0.9938756081453716,0.9151515151515152,10
0,total number of death row inmates in the us,TMC5,0.9714332617893638,0.6242424242424242,10
0,total number of death row inmates in the us,BetaShap (U)5,0.9547083449493872,0.5636363636363636,10
0,total number of death row inmates in the us,TMC10,0.9908404399083427,0.8787878787878788,10
0,total number of death row inmates in the us,BetaShap (U)10,0.9748329670675909,0.8424242424242423,10
0,total number of death row inmates in the us,TMC20,0.9913774489254517,0.9272727272727272,10
0,total number of death row inmates in the us,BetaShap (U)20,0.9562236840879793,0.8424242424242423,10
0,total number of death row inmates in the us,LOO,0.9613941710765275,0.4666666666666666,10
1,big little lies season 2 how many episodes,ContextCite32,0.886524787734771,0.7454545454545454,10
1,big little lies season 2 how many episodes,WSS32,0.8835336842917763,0.9030303030303028,10
1,big little lies season 2 how many episodes,ContextCite64,0.9813569338450153,0.9636363636363635,10
1,big little lies season 2 how many episodes,WSS64,0.9418948567769165,0.7939393939393938,10
1,big little lies season 2 how many episodes,ContextCite100,0.9806284146202762,0.9300954818304988,10
1,big little lies season 2 how many episodes,WSS100,0.9645100800135546,0.9151515151515152,10
1,big little lies season 2 how many episodes,TMC5,0.9013212318626074,0.9393939393939393,10
1,big little lies season 2 how many episodes,BetaShap (U)5,0.8154710662750722,0.7818181818181817,10
1,big little lies season 2 how many episodes,TMC10,0.8750946395494892,0.8787878787878788,10
1,big little lies season 2 how many episodes,BetaShap (U)10,0.7878422858848375,0.8303030303030302,10
1,big little lies season 2 how many episodes,TMC20,0.9722793931904774,0.9757575757575757,10
1,big little lies season 2 how many episodes,BetaShap (U)20,0.9031195345472357,0.8666666666666665,10
1,big little lies season 2 how many episodes,LOO,0.8531126758595959,0.7575757575757575,10
2,who sang waiting for a girl like you,ContextCite32,0.9949343562938578,0.9151515151515152,10
2,who sang waiting for a girl like you,WSS32,0.9938574853112112,0.7696969696969697,10
2,who sang waiting for a girl like you,ContextCite64,0.9906463669349362,0.7939393939393938,10
2,who sang waiting for a girl like you,WSS64,0.9948194057419666,0.8424242424242423,10
2,who sang waiting for a girl like you,ContextCite100,0.9922711448607481,0.8545454545454544,10
2,who sang waiting for a girl like you,WSS100,0.993412088319226,0.7696969696969697,10
2,who sang waiting for a girl like you,TMC5,0.7811202976688977,0.309090909090909,10
2,who sang waiting for a girl like you,BetaShap (U)5,0.030178310404263692,-0.12727272727272726,10
2,who sang waiting for a girl like you,TMC10,0.9281405053203016,0.406060606060606,10
2,who sang waiting for a girl like you,BetaShap (U)10,0.6530822902396412,0.18787878787878787,10
2,who sang waiting for a girl like you,TMC20,0.9728236142691576,0.41818181818181815,10
2,who sang waiting for a girl like you,BetaShap (U)20,0.7367864777959611,0.17575757575757575,10
2,who sang waiting for a girl like you,LOO,0.9745494236519638,-0.13939393939393938,10
3,where do you cross the arctic circle in norway,ContextCite32,0.9250346880718053,0.3404271044608361,10
3,where do you cross the arctic circle in norway,WSS32,0.8924625779129799,0.6443798763008685,10
3,where do you cross the arctic circle in norway,ContextCite64,0.9892202611731952,0.8328305948416885,10
3,where do you cross the arctic circle in norway,WSS64,0.9738428853570313,0.686933264358473,10
3,where do you cross the arctic circle in norway,ContextCite100,0.9834875115053308,0.7416447632896789,10
3,where do you cross the arctic circle in norway,WSS100,0.9952982296180309,0.6626170426112704,10
3,where do you cross the arctic circle in norway,TMC5,0.9554181187486004,0.6139845991168652,10
3,where do you cross the arctic circle in norway,BetaShap (U)5,0.996008915468362,0.857146816588891,10
3,where do you cross the arctic circle in norway,TMC10,0.881979709345088,0.7294866524160775,10
3,where do you cross the arctic circle in norway,BetaShap (U)10,0.866579629739265,0.8632258720256917,10
3,where do you cross the arctic circle in norway,TMC20,0.9417948051862798,0.8875420937728943,10
3,where do you cross the arctic circle in norway,BetaShap (U)20,0.8672193313316663,0.9544117035777013,10
