Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau,Precision_at_1,Precision_at_2,Precision_at_3,Precision_at_5,Hit_rate_at_k,Reciprocal_Rank,Num_Items
0,What is the primary function of a Zylosian Geo-Resonator?,ContextCite32,0.9895358582696123,0.5636363636363636,0.9604599421899179,0.4222222222222222,1.0,0.5,0.3333333333333333,0.6,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,KernelShap32,0.9930927821780741,0.8787878787878788,1.0,0.7777777777777777,1.0,1.0,1.0,0.8,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,WSS32,0.9686041785182844,0.5515151515151515,0.9542835511320034,0.4222222222222222,1.0,0.5,0.3333333333333333,0.6,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,BetaShap (U)32,0.974251459285841,0.4424242424242424,0.9993057332581533,0.24444444444444444,1.0,0.5,1.0,0.6,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,TMC32,0.9904335549540916,0.6848484848484848,0.9993057332581533,0.4666666666666666,1.0,0.5,1.0,0.6,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,ContextCite64,0.9907110778916722,0.6363636363636362,0.9773523793585633,0.5111111111111111,1.0,0.5,0.6666666666666666,0.6,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,KernelShap64,0.998831185480015,0.9393939393939393,0.9911944684431822,0.8222222222222221,1.0,0.5,0.6666666666666666,0.8,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,WSS64,0.9952458383178087,0.709090909090909,0.9623948159469744,0.6,1.0,0.5,0.6666666666666666,0.6,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,BetaShap (U)64,0.9700557096110315,0.709090909090909,0.9902264132052597,0.5555555555555555,1.0,0.5,0.6666666666666666,0.8,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,TMC64,0.9910117864535332,0.8909090909090909,0.9902264132052597,0.7777777777777777,1.0,0.5,0.6666666666666666,0.8,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,ContextCite100,0.9963235397426492,0.709090909090909,0.9773523793585633,0.5555555555555555,1.0,0.5,0.6666666666666666,0.6,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,KernelShap100,0.99942416960717,0.9878787878787878,1.0,0.9555555555555554,1.0,1.0,1.0,1.0,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,WSS100,0.9956697073970207,0.9030303030303028,0.9993057332581533,0.7777777777777777,1.0,0.5,1.0,0.8,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,BetaShap (U)100,0.9197894628792256,0.6484848484848483,0.9826809412387604,0.5111111111111111,1.0,0.5,0.6666666666666666,0.8,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,TMC100,0.9953549574102586,0.8545454545454544,0.9902264132052597,0.7333333333333333,1.0,0.5,0.6666666666666666,0.8,1,1.0,10
0,What is the primary function of a Zylosian Geo-Resonator?,LOO,0.9882669992977346,0.28484848484848485,0.9558936866224371,0.15555555555555553,1.0,0.5,0.6666666666666666,0.4,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,ContextCite32,0.9825784847766951,0.8181818181818182,1.0,0.6888888888888888,1.0,1.0,1.0,0.6,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,KernelShap32,0.978675177080616,0.709090909090909,1.0,0.5555555555555555,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,WSS32,0.804345671983579,0.7212121212121211,0.9176201389538997,0.5555555555555555,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,BetaShap (U)32,0.9296624138111891,0.6121212121212121,1.0,0.4666666666666666,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,TMC32,0.93768946258035,0.6121212121212121,0.9176201389538997,0.4666666666666666,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,ContextCite64,0.9937622595968779,0.8545454545454544,1.0,0.7333333333333333,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,KernelShap64,0.9914816125414483,0.6242424242424242,1.0,0.4666666666666666,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,WSS64,0.9857384452182592,0.6848484848484848,1.0,0.5555555555555555,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,BetaShap (U)64,0.8322438105540928,0.8787878787878788,1.0,0.7333333333333333,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,TMC64,0.9768604038677802,0.8545454545454544,1.0,0.7333333333333333,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,ContextCite100,0.9954170617911412,0.9636363636363635,1.0,0.8666666666666666,1.0,1.0,1.0,1.0,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,KernelShap100,0.9939291605974055,0.7333333333333332,1.0,0.6,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,WSS100,0.9935968797656465,0.6969696969696969,1.0,0.5555555555555555,1.0,1.0,1.0,0.8,1,1.0,10
1,Why was the Q3 launch of Project Nebula at Vortex Corp postponed?,BetaShap (U)100,0.8206695272065261,0.9151515151515152,1.0,0.7777777777777777,1.0,1.0,1.0,0.8,1,1.0,10
