Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau,Precision_at_1,Precision_at_2,Precision_at_3,Precision_at_5,Hit_rate_at_k,Reciprocal_Rank,Num_Items
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,ContextCite32,0.9601503027845694,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,1.0,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,KernelShap32,0.9870793872134427,0.7939393939393938,1.0000000000000002,0.6444444444444444,1.0,1.0,1.0,1.0,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,BetaShap (U)32,0.9194653956459518,0.29696969696969694,0.9132061906065431,0.24444444444444444,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,TMC32,0.9668956573286701,0.6363636363636362,0.9132061906065431,0.6,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,ContextCite64,0.9774187514087314,0.9151515151515152,0.9862097920266003,0.8222222222222221,0.0,1.0,1.0,1.0,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,KernelShap64,0.9976461408700907,0.8909090909090909,1.0000000000000002,0.7777777777777777,1.0,1.0,1.0,1.0,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,BetaShap (U)64,0.9155882311899328,0.6121212121212121,1.0000000000000002,0.5111111111111111,1.0,1.0,1.0,0.8,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,TMC64,0.989326050295241,0.7212121212121211,1.0000000000000002,0.5555555555555555,1.0,1.0,1.0,0.8,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,ContextCite100,0.9941740789114566,0.9393939393939393,0.9862097920266003,0.8222222222222221,0.0,1.0,1.0,0.8,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,KernelShap100,0.9970236866041802,0.8666666666666665,1.0000000000000002,0.7777777777777777,1.0,1.0,1.0,1.0,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,BetaShap (U)100,0.7906775165961359,0.6484848484848483,0.9313914660738905,0.5111111111111111,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,TMC100,0.9853962751266205,0.7333333333333332,1.0000000000000002,0.6,1.0,1.0,1.0,0.8,1,1.0,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,LOO,0.9251928644935906,0.32121212121212117,0.9071718940063977,0.24444444444444444,0.0,1.0,0.6666666666666666,0.6,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,ContextCite32,0.9958475577548638,0.7696969696969697,0.996790222936502,0.6,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,KernelShap32,0.9975262837662431,0.7454545454545454,0.9971785813382924,0.6,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,BetaShap (U)32,0.9964585622155662,0.6121212121212121,0.996790222936502,0.4666666666666666,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,TMC32,0.9989851203238198,0.7212121212121211,0.996790222936502,0.5555555555555555,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,ContextCite64,0.9990631959653562,0.7939393939393938,0.9977889354502638,0.6,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,KernelShap64,0.9991802243113814,0.8666666666666665,0.9971785813382924,0.6888888888888888,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,BetaShap (U)64,0.9923788606300953,0.6969696969696969,0.9973935152005432,0.6,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,TMC64,0.9968207372137226,0.6848484848484848,0.9973935152005432,0.5555555555555555,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,ContextCite100,0.9996285327488721,0.8909090909090909,0.9977889354502638,0.7777777777777777,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,KernelShap100,0.9997079160794206,0.9393939393939393,0.9977889354502638,0.8222222222222221,1.0,1.0,0.6666666666666666,1.0,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,BetaShap (U)100,0.9909281387242377,0.5757575757575757,0.9973935152005432,0.4666666666666666,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,TMC100,0.9992691041702368,0.8060606060606059,0.9973935152005432,0.6888888888888888,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,LOO,0.9991593709785285,0.406060606060606,0.9971785813382924,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,ContextCite32,0.9590136166183348,0.9030303030303028,1.0,0.8222222222222221,1.0,1.0,1.0,0.8,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,KernelShap32,0.9772724416059763,0.7696969696969697,0.9846891818398699,0.6444444444444444,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,BetaShap (U)32,0.9549143985238507,0.6727272727272726,0.9858289310803738,0.5555555555555555,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,TMC32,0.9838067245283717,0.8424242424242423,0.9858289310803738,0.6888888888888888,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,ContextCite64,0.9891717898674042,0.7696969696969697,0.9857887418424913,0.6444444444444444,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,KernelShap64,0.9942677895889861,0.7939393939393938,0.9846891818398699,0.6888888888888888,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,BetaShap (U)64,0.9169294791694643,0.5151515151515151,0.9858289310803738,0.4222222222222222,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,TMC64,0.9779354378392132,0.6848484848484848,1.0,0.5555555555555555,1.0,1.0,1.0,0.6,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,ContextCite100,0.9957570781413345,0.8389096502784891,0.9914626825266825,0.764093177458341,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,KernelShap100,0.9977549288782194,0.8181818181818182,0.9914626825266825,0.6888888888888888,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,BetaShap (U)100,0.9129248767153368,0.5272727272727272,0.9858289310803738,0.4222222222222222,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,TMC100,0.9918036246561728,0.9393939393939393,1.0,0.8222222222222221,1.0,1.0,1.0,0.8,1,1.0,10
2,What are the two key functions of 'Symbiotic Spores' in Xylotian terraforming pods?,LOO,0.9956632870774211,0.9757575757575757,0.9914626825266825,0.911111111111111,1.0,1.0,0.6666666666666666,1.0,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,ContextCite32,0.9219257225970655,0.4545454545454545,0.9966915784904399,0.28888888888888886,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,KernelShap32,0.9530611897981877,0.34545454545454546,0.9939204162682841,0.24444444444444444,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,BetaShap (U)32,0.9813346482371224,0.5151515151515151,0.997758333473061,0.4222222222222222,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,TMC32,0.9968072665533834,0.5636363636363636,0.997758333473061,0.4666666666666666,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,ContextCite64,0.9827120297918035,0.35757575757575755,0.9980356919840977,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,KernelShap64,0.9853636575258718,0.22424242424242422,0.9939204162682841,0.1111111111111111,1.0,1.0,0.6666666666666666,0.4,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,BetaShap (U)64,0.9648368418133961,0.7212121212121211,1.0,0.6,1.0,1.0,1.0,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,TMC64,0.9769729541448033,0.7212121212121211,1.0,0.6,1.0,1.0,1.0,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,ContextCite100,0.9900470240043932,0.33333333333333326,0.997758333473061,0.24444444444444444,1.0,1.0,0.6666666666666666,0.4,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,KernelShap100,0.994051366634012,0.2121212121212121,0.9945599113064179,0.15555555555555553,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,BetaShap (U)100,0.9060724837847668,0.8060606060606059,0.9078146260485457,0.6444444444444444,0.0,1.0,0.6666666666666666,0.8,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,TMC100,0.9923340084223717,0.8666666666666665,1.0,0.7333333333333333,1.0,1.0,1.0,0.6,1,1.0,10
3,What two types of energy are harvested by the 'Dual-Resonance Crystals' of Xylos?,LOO,0.9977845603964697,0.6606060606060605,0.9980356919840977,0.5555555555555555,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,ContextCite32,0.9954827348162858,0.8666666666666665,0.9979021012684796,0.7333333333333333,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,KernelShap32,0.9914947662441366,0.8787878787878788,1.0,0.8222222222222221,1.0,1.0,1.0,0.8,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,BetaShap (U)32,0.9732645247895404,0.406060606060606,0.9946622125992752,0.19999999999999998,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,TMC32,0.9888424831161279,0.5151515151515151,0.9946622125992752,0.37777777777777777,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,ContextCite64,0.998698628257237,0.8424242424242423,0.9979021012684796,0.7333333333333333,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,KernelShap64,0.9967860329222547,0.8424242424242423,1.0,0.7333333333333333,1.0,1.0,1.0,0.8,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,BetaShap (U)64,0.9443279248478691,0.6484848484848483,0.9979021012684796,0.4666666666666666,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,TMC64,0.9940517835352489,0.6363636363636362,0.9946622125992752,0.4222222222222222,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,ContextCite100,0.9990323889430432,0.9515151515151514,0.9986452895858864,0.8666666666666666,1.0,1.0,0.6666666666666666,1.0,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,KernelShap100,0.9994520688168778,0.9878787878787878,1.0,0.9555555555555554,1.0,1.0,1.0,1.0,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,BetaShap (U)100,0.9291054994753694,0.8424242424242423,0.9979021012684796,0.6444444444444444,1.0,1.0,0.6666666666666666,1.0,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,TMC100,0.9961463034368893,0.6969696969696969,0.9946622125992752,0.5111111111111111,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
4,What are the two main defensive mechanisms of a Xylotian 'Guardian Orb' drone?,LOO,0.9948968834034657,0.6363636363636362,0.9877600597209956,0.4222222222222222,0.0,1.0,0.6666666666666666,0.8,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,ContextCite32,0.9706898126935648,0.5757575757575757,1.0000000000000002,0.4666666666666666,1.0,1.0,1.0,0.6,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,KernelShap32,0.960497336028463,0.5878787878787878,1.0000000000000002,0.4666666666666666,1.0,1.0,1.0,0.6,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,BetaShap (U)32,0.9455746919137603,0.5272727272727272,0.891725544146159,0.37777777777777777,0.0,1.0,0.6666666666666666,0.6,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,TMC32,0.9810060908981546,0.7454545454545454,0.9409109160604358,0.6444444444444444,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,ContextCite64,0.9901060932143557,0.7818181818181817,1.0000000000000002,0.6444444444444444,1.0,1.0,1.0,0.8,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,KernelShap64,0.9890192431869582,0.7939393939393938,1.0000000000000002,0.6888888888888888,1.0,1.0,1.0,0.8,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,BetaShap (U)64,0.9043563618333146,0.5878787878787878,0.891725544146159,0.37777777777777777,0.0,1.0,0.6666666666666666,0.6,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,TMC64,0.9783811096703635,0.7696969696969697,0.9480784947771251,0.6444444444444444,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,ContextCite100,0.9933020640059894,0.4424242424242424,1.0000000000000002,0.3333333333333333,1.0,1.0,1.0,0.6,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,KernelShap100,0.9932046917634039,0.8181818181818182,1.0000000000000002,0.6888888888888888,1.0,1.0,1.0,0.8,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,BetaShap (U)100,0.8754959108718621,0.17575757575757575,0.9409109160604358,0.1111111111111111,1.0,1.0,0.6666666666666666,0.4,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,TMC100,0.9923268047382607,0.7696969696969697,1.0000000000000002,0.6444444444444444,1.0,1.0,1.0,0.8,1,1.0,10
5,What are the two primary components used in the creation of 'Lumin-Ink' by Xylotian scribes?,LOO,0.9718516187248956,0.406060606060606,0.9428382165680524,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,ContextCite32,0.9967006091806164,0.8666666666666665,0.99611344135006,0.7333333333333333,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,KernelShap32,0.9946541384375704,0.5151515151515151,0.9889822772726895,0.37777777777777777,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,BetaShap (U)32,0.9833870047255097,0.4424242424242424,0.9889822772726895,0.37777777777777777,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,TMC32,0.9923854340193188,0.38181818181818183,0.9889822772726895,0.28888888888888886,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,ContextCite64,0.9990269464560078,0.960490759014502,0.9949372899236391,0.8989331499509895,1.0,1.0,0.6666666666666666,1.0,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,KernelShap64,0.9987814916978935,0.6848484848484848,0.9889822772726895,0.5555555555555555,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,BetaShap (U)64,0.9690733858757057,0.5151515151515151,0.9890153958627624,0.4222222222222222,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,TMC64,0.9981093087224434,0.6969696969696969,0.99611344135006,0.5555555555555555,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,ContextCite100,0.9994131422582886,0.8303030303030302,0.9949372899236391,0.6888888888888888,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,KernelShap100,0.9996550478315349,0.9393939393939393,1.0,0.8666666666666666,1.0,1.0,1.0,0.8,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,BetaShap (U)100,0.9663844667856928,0.18787878787878787,0.9889822772726895,0.1111111111111111,1.0,1.0,0.6666666666666666,0.4,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,TMC100,0.9982659609202553,0.5515151515151515,0.99611344135006,0.4666666666666666,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
6,What two sensory inputs does the 'Pathfinder Helm' integrate for Xylotian explorers?,LOO,0.9917339758918289,0.7333333333333332,0.9944963920876747,0.6,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,ContextCite32,0.9707202776822295,0.5878787878787878,1.0,0.37777777777777777,1.0,1.0,1.0,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,KernelShap32,0.9880364443061815,0.7575757575757575,0.9819056759157605,0.6444444444444444,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,BetaShap (U)32,0.905313857869807,0.7333333333333332,1.0,0.6,1.0,1.0,1.0,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,TMC32,0.921241080244712,0.7454545454545454,1.0,0.6444444444444444,1.0,1.0,1.0,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,ContextCite64,0.9933670200526064,0.6242424242424242,1.0,0.4666666666666666,1.0,1.0,1.0,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,KernelShap64,0.9967954884807233,0.7939393939393938,0.9819056759157605,0.6444444444444444,1.0,1.0,0.6666666666666666,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,BetaShap (U)64,0.8244554505404402,0.6484848484848483,1.0,0.4666666666666666,1.0,1.0,1.0,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,TMC64,0.9698592694105082,0.7333333333333332,1.0,0.6,1.0,1.0,1.0,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,ContextCite100,0.9986296339954134,0.8666666666666665,1.0,0.7333333333333333,1.0,1.0,1.0,0.8,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,KernelShap100,0.9979894435293877,0.9030303030303028,0.9819056759157605,0.7777777777777777,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,BetaShap (U)100,0.7116361995637766,0.5151515151515151,0.9469726818523152,0.3333333333333333,1.0,0.5,1.0,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,TMC100,0.9672603188050094,0.6848484848484848,1.0,0.5111111111111111,1.0,1.0,1.0,0.6,1,1.0,10
7,What two distinct phases define the operation of a Xylotian 'Matter Re-sequencer'?,LOO,0.9958203309333561,0.5515151515151515,0.9806923841947155,0.37777777777777777,1.0,1.0,0.6666666666666666,0.4,1,1.0,10
8,What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,ContextCite32,0.9869938355397638,0.6969696969696969,0.9971000775642295,0.5555555555555555,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
