Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau,Num_Items
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,ContextCite32,0.9559738676420638,0.8424242424242423,1.0,0.7333333333333333,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,WSS32,0.9794886478645387,0.8909090909090909,1.0,0.7777777777777777,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,BetaShap (U)32,0.7948570076696886,0.6848484848484848,0.9116996469875738,0.5111111111111111,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,TMC32,0.9408077181173855,0.8909090909090909,1.0,0.7333333333333333,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,ContextCite64,0.9855054645407167,0.9272727272727272,1.0,0.8666666666666666,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,WSS64,0.998548083867211,0.9878787878787878,1.0,0.9555555555555554,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,BetaShap (U)64,0.774910754921061,0.406060606060606,0.9051381920068868,0.28888888888888886,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,TMC64,0.9621219710470544,0.8060606060606059,0.9609301079699,0.6444444444444444,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,ContextCite100,0.9884231291634684,0.9151515151515152,1.0,0.8222222222222221,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,WSS100,0.9987705826672211,0.9999999999999999,1.0,0.9999999999999999,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,BetaShap (U)100,0.8693923279778519,0.6848484848484848,0.9116996469875738,0.6,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,TMC100,0.9800411326633499,0.8666666666666665,0.9609301079699,0.7333333333333333,10
0,What are the two primary materials used to construct a Xylotian 'Sky-Skiff' hull?,LOO,0.9266621337104324,0.6,1.0,0.4666666666666666,10
1,What two distinct abilities does a Xylotian 'Chrono-Weaver' possess?,ContextCite32,0.998234467008804,0.8787878787878788,0.9999999999999999,0.7333333333333333,10
