Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau,Precision_at_1,Precision_at_2,Precision_at_3,Precision_at_5,Hit_rate_at_k,Reciprocal_Rank,Num_Items
0,What kind of energy does the facility hovering the planet Xylos produce?,ContextCite32,0.9151377793284128,0.7939393939393938,1.0,0.6888888888888888,1.0,1.0,1.0,0.8,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,KernelShap32,0.9242828296320109,0.7575757575757575,1.0,0.6444444444444444,1.0,1.0,1.0,0.6,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,WSS32,0.2817318176961359,0.35757575757575755,0.44627450240861455,0.24444444444444444,0.0,0.5,0.3333333333333333,0.6,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,BetaShap (U)32,0.935102733487726,0.6242424242424242,0.9454532058423852,0.4666666666666666,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,TMC32,0.9374387047633795,0.5030303030303029,0.9454532058423852,0.37777777777777777,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,ContextCite64,0.991438054647994,0.9030303030303028,1.0,0.7777777777777777,1.0,1.0,1.0,0.8,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,KernelShap64,0.9714322591752325,0.8181818181818182,1.0,0.7777777777777777,1.0,1.0,1.0,0.8,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,WSS64,0.9793064324696733,0.9030303030303028,0.9403306489554886,0.8222222222222221,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,BetaShap (U)64,0.9545478927563517,0.7575757575757575,0.9454532058423852,0.5555555555555555,1.0,1.0,0.6666666666666666,0.8,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,TMC64,0.9634844504110762,0.8666666666666665,0.9454532058423852,0.6888888888888888,1.0,1.0,0.6666666666666666,1.0,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,ContextCite100,0.9856777906231806,0.7818181818181817,1.0,0.6444444444444444,1.0,1.0,1.0,0.8,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,KernelShap100,0.991410426056861,0.9878787878787878,1.0,0.9555555555555554,1.0,1.0,1.0,1.0,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,WSS100,0.9955407170429263,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,BetaShap (U)100,0.9261236030616983,0.8787878787878788,0.8643375518570686,0.7333333333333333,1.0,0.5,0.6666666666666666,1.0,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,TMC100,0.989585497227162,0.9151515151515152,1.0,0.8222222222222221,1.0,1.0,1.0,1.0,1,1.0,10
0,What kind of energy does the facility hovering the planet Xylos produce?,LOO,0.9534541639991586,0.7818181818181817,0.9776173170320476,0.6,1.0,1.0,0.6666666666666666,1.0,1,1.0,10
1,What is the primary defense of the creatures populating the Subterranean Caves?,ContextCite32,0.9934548462390458,0.9515151515151514,0.9999999999999999,0.8666666666666666,1.0,1.0,1.0,1.0,1,1.0,10
1,What is the primary defense of the creatures populating the Subterranean Caves?,KernelShap32,0.9959903522572933,0.8181818181818182,0.9999999999999999,0.7333333333333333,1.0,1.0,1.0,1.0,1,1.0,10
1,What is the primary defense of the creatures populating the Subterranean Caves?,WSS32,0.9780501785164908,0.6606060606060605,0.9997922546585032,0.5111111111111111,0.0,1.0,1.0,0.6,1,1.0,10
1,What is the primary defense of the creatures populating the Subterranean Caves?,BetaShap (U)32,0.9869635772478886,0.9030303030303028,0.9997922546585032,0.7333333333333333,0.0,1.0,1.0,0.8,1,1.0,10
