Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau,Precision_at_1,Precision_at_3,Precision_at_5,Hit_rate_at_k,Reciprocal_Rank,Num_Items
0,total number of death row inmates in the us,ContextCite32,0.9885825501617841,0.6242424242424242,0.990225102653818,0.4222222222222222,1.0,1.0,0.8,1,1.0,10
0,total number of death row inmates in the us,KernelShap32,0.9916147708725495,0.8060606060606059,0.9600612052451123,0.6444444444444444,1.0,0.6666666666666666,0.8,1,1.0,10
0,total number of death row inmates in the us,BetaShap (U)32,0.9427573932769879,0.3696969696969697,0.9189062053504065,0.24444444444444444,1.0,0.6666666666666666,0.8,1,1.0,10
0,total number of death row inmates in the us,TMC32,0.959170713215373,0.7939393939393938,0.9825811709754851,0.6,1.0,1.0,1.0,1,1.0,10
0,total number of death row inmates in the us,ContextCite64,0.9932340881237002,0.8424242424242423,1.0000000000000002,0.7333333333333333,1.0,1.0,0.8,1,1.0,10
0,total number of death row inmates in the us,KernelShap64,0.9933301841039587,0.8666666666666665,1.0000000000000002,0.7333333333333333,1.0,1.0,0.8,1,1.0,10
0,total number of death row inmates in the us,BetaShap (U)64,0.9634833532993319,0.6606060606060605,1.0000000000000002,0.5555555555555555,1.0,1.0,0.8,1,1.0,10
0,total number of death row inmates in the us,TMC64,0.9960269729183286,0.8909090909090909,1.0000000000000002,0.7777777777777777,1.0,1.0,1.0,1,1.0,10
0,total number of death row inmates in the us,ContextCite100,0.9926559987064377,0.7939393939393938,1.0000000000000002,0.6888888888888888,1.0,1.0,0.8,1,1.0,10
0,total number of death row inmates in the us,KernelShap100,0.9957580931149644,0.9030303030303028,0.9925122049443602,0.7777777777777777,1.0,1.0,0.8,1,1.0,10
0,total number of death row inmates in the us,BetaShap (U)100,0.957611427378953,0.9757575757575757,0.9995253833923693,0.911111111111111,1.0,1.0,1.0,1,1.0,10
0,total number of death row inmates in the us,TMC100,0.9956361645211216,0.9030303030303028,0.9995253833923693,0.7777777777777777,1.0,1.0,0.8,1,1.0,10
0,total number of death row inmates in the us,LOO,0.9878420994610608,0.6242424242424242,0.9513453900736604,0.5111111111111111,1.0,0.6666666666666666,0.6,1,1.0,10
1,big little lies season 2 how many episodes,ContextCite32,0.5612167668541092,0.49090909090909085,0.5909063917407128,0.28888888888888886,1.0,1.0,0.8,1,1.0,10
1,big little lies season 2 how many episodes,KernelShap32,0.6260186898236302,0.6242424242424242,0.532292035019098,0.4666666666666666,1.0,0.6666666666666666,0.6,1,1.0,10
1,big little lies season 2 how many episodes,BetaShap (U)32,0.6720850887946455,0.8909090909090909,0.6433438788170671,0.7777777777777777,1.0,1.0,1.0,1,1.0,10
1,big little lies season 2 how many episodes,TMC32,0.5361207772928168,0.6606060606060605,0.3748485909546859,0.5111111111111111,1.0,0.6666666666666666,0.6,1,1.0,10
1,big little lies season 2 how many episodes,ContextCite64,0.6547827504397643,0.49090909090909085,0.8356320487655302,0.4222222222222222,1.0,0.6666666666666666,0.8,1,1.0,10
1,big little lies season 2 how many episodes,KernelShap64,0.82279838055509,0.8424242424242423,0.8445774105749537,0.7333333333333333,1.0,1.0,0.8,1,1.0,10
1,big little lies season 2 how many episodes,BetaShap (U)64,0.7261354887400655,0.8424242424242423,0.9071047910518064,0.7333333333333333,1.0,1.0,0.8,1,1.0,10
1,big little lies season 2 how many episodes,TMC64,0.7716911619880362,0.8060606060606059,0.9071047910518064,0.6444444444444444,1.0,1.0,0.8,1,1.0,10
1,big little lies season 2 how many episodes,ContextCite100,0.768153426575328,0.5151515151515151,0.8356320487655302,0.4666666666666666,1.0,0.6666666666666666,0.8,1,1.0,10
1,big little lies season 2 how many episodes,KernelShap100,0.8578915749802218,0.8909090909090909,1.0,0.7777777777777777,1.0,1.0,0.8,1,1.0,10
1,big little lies season 2 how many episodes,BetaShap (U)100,0.8086176019208176,0.9515151515151514,0.9071047910518064,0.8666666666666666,1.0,1.0,1.0,1,1.0,10
1,big little lies season 2 how many episodes,TMC100,0.7750129451263872,0.8666666666666665,0.9071047910518064,0.7333333333333333,1.0,1.0,0.8,1,1.0,10
1,big little lies season 2 how many episodes,LOO,0.3789421212469396,0.34545454545454546,0.8250173404333389,0.28888888888888886,1.0,1.0,0.6,1,1.0,10
2,who sang waiting for a girl like you,ContextCite32,0.8807372739459931,0.6484848484848483,1.0,0.5111111111111111,1.0,1.0,0.6,1,1.0,10
2,who sang waiting for a girl like you,KernelShap32,0.9187591721504755,0.8181818181818182,1.0,0.6888888888888888,1.0,1.0,0.8,1,1.0,10
2,who sang waiting for a girl like you,BetaShap (U)32,0.717026300919491,0.6848484848484848,0.9695917859803266,0.6,1.0,1.0,0.8,1,1.0,10
2,who sang waiting for a girl like you,TMC32,0.8935135408522263,0.8666666666666665,0.9695917859803266,0.7333333333333333,1.0,1.0,0.8,1,1.0,10
2,who sang waiting for a girl like you,ContextCite64,0.8157765709241241,0.41818181818181815,0.9048974154940055,0.3333333333333333,1.0,0.6666666666666666,0.6,1,1.0,10
